inventoryId,partNumber,color,quantity
10000,11090,72,2
10000,13608,179,2
10000,14418,71,6
10000,14419,72,2
10000,14716,71,1
10000,14719,73,4
10000,14769,0,1
10000,15071,0,1
10000,15392,72,1
10000,15403,0,1
10000,15460,72,1
10000,15573,71,2
10000,15672,71,3
10000,15712,72,2
10000,16091,71,1
10000,18649,71,1
10000,2357,71,1
10000,2412b,19,1
10000,2412b,71,1
10000,2412b,72,1
10000,2412b,0,2
10000,24144,0,1
10000,2420,15,2
10000,25214,4,3
10000,27168,72,1
10000,27328pat0001,47,2
10000,27329,73,2
10000,2780,0,1
10000,29687,9999,1
10000,3004,378,4
10000,3004,71,1
10000,3004,72,1
10000,3005,71,2
10000,3010,378,3
10000,30162,72,2
10000,3020,71,2
10000,3021,14,1
10000,3023,41,3
10000,3023,72,1
10000,3023,71,1
10000,30236,72,1
10000,30237b,71,1
10000,3024,73,2
10000,3024,15,4
10000,3032,72,1
10000,3040b,71,2
10000,3062b,4,1
10000,3062b,41,5
10000,3068b,19,1
10000,3069bpr0020,71,1
10000,32062,0,1
10000,3623,15,2
10000,3623,14,1
10000,3623,73,4
10000,3832,72,1
10000,3899,15,1
10000,3960,15,1
10000,4081b,72,4
10000,4274,1,1
10000,43093,1,1
10000,4510,72,1
10000,4740,41,4
10000,47847,41,2
10000,47905,71,2
10000,48729b,0,1
10000,52107,71,2
10000,54200,73,2
10000,60478,0,2
10000,6126b,182,1
10000,61409,71,2
10000,6141,72,2
10000,6141,182,1
10000,6141,34,1
10000,6141,4,1
10000,6141,36,3
10000,6141,41,3
10000,6187,14,1
10000,64644,0,1
10000,6541,71,2
10000,6628,0,2
10000,73983,71,3
10000,85080,15,4
10000,85861,71,3
10000,85984,0,1
10000,86208,72,1
10000,87087,378,8
10000,87580,72,2
10000,87994,71,2
10000,88072,0,2
10000,95199,72,1
10000,98138,73,4
10000,98138,41,5
10000,98138,71,1
10000,98397,71,1
10000,98721,0,1
10000,99780,71,1
10001,6126b,57,1
10001,64644,0,1
10001,87994,0,1
10001,88646,0,1
10002,2470,0,2
10002,2540,0,1
10002,30153,36,1
10002,3020,19,1
10002,3020,7,1
10002,3068bpr0406,19,1
10002,3688,19,1
10002,3957a,4,1
10002,4600,0,1
10002,6141,34,2
10002,6141,14,1
10004,3001a,1,14
10004,3002a,4,2
10004,3002a,14,2
10004,3003a,4,8
10004,3003a,14,4
10004,3004,14,4
10004,3004,4,4
10004,3005,1,4
10004,3007,1,2
10004,3009,14,2
10004,3009,4,2
10004,3010,1,2
10004,3020,14,2
10004,3020,4,10
10004,3023,4,8
10004,3030,4,2
10004,3034,4,20
10004,3035,4,3
10004,3037,1,2
10004,3634b,0,4
10004,3705,79,8
10004,3706,79,4
10004,3707,79,4
10004,3708,79,2
10004,3709a,7,12
10004,569,4,9
10004,570,1,3
10004,572,14,3
10004,584,4,14
10004,7916c50,0,1
10004,9244a,4,2
10005,12708pr0002,47,2
10005,3002,4,4
10005,3003,4,12
10005,6223,36,14
10006,11334,0,2
10006,15366,1103,1
10006,15367,0,2
10006,15368,179,2
10006,15369,297,1
10006,15372pr0001,0,1
10006,16737pr0001,0,1
10006,16770,297,6
10006,2780,0,2
10006,53585,0,1
10006,54821pat0006,182,1
10006,59443,0,1
10006,87747,297,3
10006,87846,0,1
10006,90608,72,2
10006,90609,0,1
10006,90609,57,1
