inventoryId,partNumber,color,quantity
290000,3626cpr3025,14,1
290000,62810,0,1
290000,970c26,19,1
290000,973c05h01pr0008,272,1
290001,3626cpr2951,14,1
290001,88283,28,1
290001,970c26,19,1
290001,973c05h01pr0007,272,1
290002,2631,19,1
290002,3626cpr3025,14,1
290002,970c22,4,1
290002,973c22h03pr0010,4,1
290004,28621pr9622,78,1
290004,36043pr0003,72,1
290004,970c14pr0003,71,1
290004,973c14h03pr0006,71,1
290118,19723,322,1
290118,19729pr9993,272,1
290118,970c11,28,1
290118,973c05h11pr0001,19,1
290137,3626cpr2948,14,1
290137,61506,308,1
290137,970c23pat19,84,1
290137,973c25h01pr0005,378,1
290138,28621,191,1
290138,970c38,191,1
290138,973c38h38,191,1
290139,3626cpr0001,14,1
290139,970c46,3,1
290139,973c27h01,15,1
290140,3626cpr0001,14,1
290140,970c05,272,1
290140,973c27h01,15,1
290324,164635,9999,1
290324,2324,15,2
290324,3437,1,1
290324,3437,4,2
290324,3808,14,2
290324,4066pr0036,14,1
290324,4066pr0037,14,1
290324,4066pr0138,4,1
290324,4121,15,1
290324,4268,7,1
290324,4375,14,1
290324,4375,0,2
290324,45896pr0002,15,2
290324,45896pr0004,15,1
290324,4839,4,1
290324,4839,1,2
290324,4885,4,1
290324,4886,4,1
290324,4888,4,1
290324,4890,4,1
290324,4891,14,1
290324,4892,15,1
290324,4893,15,1
290324,4894,77,1
290324,4895,14,2
290324,4896c01,15,2
290324,4901c01,15,4
290324,4904,4,1
290324,4905,4,1
290324,4906pr0002,1,1
290324,4907pr0002,1,1
290324,4909pr0001,14,1
290324,4909pr0002,77,1
290324,4911,15,1
290324,4912,77,1
290324,4913,4,1
290324,4914,1,1
290324,4915,15,1
290324,4916pr0001,4,1
290324,4918c01,4,1
290324,4943pr0002,14,1
290324,4943pr0003,1,1
290324,4947,0,1
290324,74298pr0008,4,1
290324,74511pr0005,1,1
290324,dupupn0009,14,1
290324,dupupn0009,4,1
290358,53451,15,1
290358,92690,70,1
290422,10105332,9999,1
290422,10197,0,4
290422,10197,72,4
290422,11214,4,8
290422,113558,71,1
290422,113926c01,71,1
290422,11455,0,2
290422,11478,71,1
290422,11946,1,1
290422,11946,0,5
290422,11947,1,1
290422,11947,0,5
290422,11950,71,2
290422,18651,0,2
290422,18654,297,1
290422,18654,0,15
290422,18654,25,1
290422,18654,1,6
290422,18944,0,2
290422,22961,4,2
290422,22961,0,4
290422,2387,0,2
290422,2389,0,2
290422,2391,72,1
290422,2395,0,1
290422,2403,0,1
290422,24116,1,2
290422,24119,0,3
290422,24316,70,8
290422,2438pr0003,47,1
290422,2442pr0003,47,1
290422,2457,1,2
290422,2477,0,12
290422,32009,0,4
290422,32013,1,2
290422,32013,71,4
290422,32013,0,2
290422,32015,1,2
290422,32016,0,4
290422,32016,1,2
290422,32034,15,2
290422,32034,1,2
290422,32056,14,8
290422,32062,4,28
290422,32063,4,2
290422,32065,0,4
290422,32073,71,2
290422,32123b,71,4
290422,32140,0,9
290422,32140,4,2
290422,32140,71,6
290422,32184,71,1
290422,32184,4,4
290422,32184,15,2
290422,32199,0,1
290422,32202,322,1
290422,32271,0,2
290422,32278,0,2
290422,32278,1,1
290422,32278,71,1
290422,32291,15,2
290422,32316,1,5
290422,32316,0,3
290422,32316,71,3
290422,32449,0,2
290422,32449,1,2
290422,32474,0,2
290422,32523,0,6
290422,32523,27,2
290422,32523,1,1
290422,32524,1,2
290422,32526,71,2
290422,32526,0,4
290422,3538,0,4
290422,3673,14,4
290422,3705,4,2
290422,3705,0,4
290422,3706,4,1
290422,3713,71,4
290422,3713,4,6
290422,3749,19,4
290422,39793,72,1
290422,39794,15,1
290422,40002c10,47,2
290422,40002c28,47,2
290422,41239,1,2
290422,41677,0,2
290422,41897,0,4
290422,42003,15,1
290422,42003,0,2
290422,42003,72,2
290422,42135,15,1
290422,42195,1,1
290422,42195,0,1
290422,42195,27,2
290422,42924,1,98
290422,43093,1,45
290422,43857,14,1
290422,44294,14,1
290422,44809,4,6
290422,44809,71,2
290422,44874,0,5
290422,4500,0,2
290422,4519,14,20
290422,4527,0,1
290422,46189,0,8
290422,49130,71,2
290422,49151,0,1
290422,5426,0,1
290422,5427,0,4
290422,56908,0,4
290422,59443,4,2
290422,60483,1,6
290422,60483,0,2
290422,60483,15,1
290422,60484,71,4
290422,60485,14,1
290422,61332,0,139
290422,62462,4,2
290422,62462,0,4
290422,63869,0,3
290422,63869,4,1
290422,65249,15,2
290422,65304,25,12
290422,65304,0,14
290422,6536,0,8
290422,6536,1,16
290422,6536,71,4
290422,6536,27,2
290422,65487,14,2
290422,65487,1,2
290422,65487,0,2
290422,65487,15,2
290422,65489,71,2
290422,6553,71,2
290422,65766,0,2
290422,6632,1,4
290422,6632,14,2
290422,69778,1,1
290422,71682,1,3
290422,71682,0,2
290422,71708,71,2
290422,71708,0,6
290422,71710,0,4
290422,71710,15,1
290422,73507,71,9
290422,77765,71,6
290422,78c12,0,2
290422,80274,0,1
290422,80278,0,1
290422,80285,0,3
290422,80286,0,8
290422,87080,0,2
290422,87083,72,4
290422,87086,0,2
290422,87761,0,1
290422,87994,71,2
290422,89678,72,16
290422,89679,1,1
290422,92907,0,2
290422,92907,71,2
290422,92909,72,4
290422,98138,36,2
290422,98138,25,4
290422,99008,19,1
290715,10108461,9999,1
290715,11203,0,4
290715,11203,15,1
290715,11212,321,4
290715,11458,15,4
290715,11458,321,4
290715,11476,0,2
290715,11610,10,2
290715,11640,31,1
290715,14716,272,8
290715,14769,0,2
290715,15068,15,6
290715,15395,27,1
290715,15535,15,4
290715,18646,71,2
290715,1927,272,8
290715,2343,47,1
290715,2412b,71,2
290715,2420,71,4
290715,24246,321,2
290715,2432,15,2
290715,2449,272,4
290715,2540,15,2
290715,27507,15,1
290715,27925,321,4
290715,2877,15,2
290715,3001,272,1
290715,3005,272,4
290715,3005,322,2
290715,3005,47,2
290715,3009,27,2
290715,3009,272,2
290715,3010,272,1
290715,30136,19,4
290715,3020,27,1
290715,3020,10,1
290715,3020,322,1
290715,3022,27,1
290715,3022,322,4
290715,3022,26,1
290715,3022,0,1
290715,30222,35,1
290715,3023,322,1
290715,3023,272,15
290715,3023,36,2
290715,3023,47,2
290715,3031,71,2
290715,3032,0,2
290715,3032,19,1
290715,3034,15,2
290715,3036,15,4
290715,30414,0,1
290715,30565,322,1
290715,3062b,272,6
290715,3068b,5,6
290715,3068b,158,6
290715,3069b,15,3
290715,3069b,321,4
290715,3069bpr0278,15,1
290715,32064a,4,2
290715,32474,4,2
290715,32524,0,1
290715,3262,10,1
290715,33085,14,1
290715,33320,27,1
290715,3460,321,2
290715,35480,14,1
290715,3665,15,4
290715,3666,15,1
290715,3666,0,1
290715,3666,322,1
290715,3666,272,2
290715,3673,14,4
290715,3676,15,4
290715,3679,71,2
290715,3680,15,2
290715,3700,272,2
290715,3701,0,4
290715,3710,272,6
290715,3710,71,2
290715,3710,321,6
290715,3795,0,2
290715,3795,322,1
290715,3829c01,0,1
290715,3894,72,4
290715,3899,45,1
290715,3957b,15,2
290715,4495b,191,1
290715,4599b,71,1
290715,4740,72,4
290715,48336,84,2
290715,49668,191,1
290715,60475b,15,2
290715,61332,0,13
290715,6141,14,2
290715,6141,35,6
290715,6141,45,5
290715,6141,272,6
290715,63864,321,12
290715,64453,41,2
290715,6636,321,1
290715,6636,322,7
290715,72206,72,4
290715,76959,15,8
290715,77850,15,2
290715,77850,272,4
290715,78666,272,4
290715,79389,0,2
290715,85984,5,2
290715,85984,158,4
290715,85984,15,2
290715,87083,72,1
290715,87087,15,2
290715,87544,41,9
290715,90370,26,1
290715,92950,272,4
290715,98138,41,3
290715,98138,182,2
290715,99781,71,2
290716,106872pr0001,191,1
290716,67644pr0008,14,1
290716,67906c01,14,2
290716,98138pr0394,71,2
290754,13547,0,2
290754,14719,14,6
290754,14769,14,4
290754,15533,72,2
290754,1748,0,2
290754,1751pr9999,14,1
290754,18980,4,1
290754,1927,14,1
290754,1927,4,2
290754,20310,72,4
290754,20482,4,2
290754,22885,14,2
290754,2453b,15,2
290754,2454b,15,4
290754,2456,14,3
290754,25269,1,2
290754,25269,2,2
290754,25269,14,2
290754,25269,4,2
290754,2639,0,4
290754,2653,0,2
290754,26601,0,2
290754,26603,71,2
290754,29119,14,1
290754,29120,4,2
290754,29120,14,1
290754,3005,0,2
290754,3009,14,4
290754,3009,0,1
290754,3020,14,2
290754,3023,14,10
290754,3031,0,1
290754,3034,4,1
290754,3034,0,1
290754,30340,0,2
290754,3036,72,2
290754,3068b,14,3
290754,3070b,4,2
290754,32028,0,4
290754,3622,14,4
290754,3623,14,2
290754,3666,0,2
290754,3666,4,1
290754,3710,0,2
290754,4032a,14,4
290754,43888,15,2
290754,4495b,4,2
290754,4740,71,2
290754,48336,15,1
290754,60592,0,2
290754,60593,0,2
290754,60596,15,1
290754,60601,47,2
290754,60602,47,2
290754,60616b,47,1
290754,6141,15,5
290754,63864,4,2
290754,63868,4,2
290754,6636,14,2
290754,86996,0,2
290754,87079,0,3
290754,87079pr5894,14,1
290754,87580,4,2
290759,3277,308,1
290759,3626cpr9729,14,1
290759,41879a,321,1
290759,973c31h01pr4903,15,1
290777,16606pat0001pr0001,15,2
290777,30381,0,5
290777,3626cpr3909,14,5
290777,76764,179,5
290777,970c12,72,5
290777,973c03h01pr7116,70,5
290779,2446,71,5
290779,2587,179,5
290779,2594,297,5
290779,3626cpr3063,14,5
290779,3846pr0049,71,5
290779,64647,45,5
290779,76764,179,5
290779,970c37,26,5
290779,973c37h01,26,5
290780,28621pr4031,14,5
290780,30273,179,5
290780,3846pr0044,71,5
290780,4498,70,5
290780,4499,70,5
290780,970c28pr2371,4,5
290780,973c28h01pr6230,4,5
290781,10509pr0008,484,5
290781,13744pr0003,4,5
290782,3626cpr3560,14,5
290782,67037,1103,5
290782,75902pr0035,72,5
290782,75904pr0002,71,5
290782,970c05pr2552,272,5
290782,973c03h01pr6142,72,5
290783,18927,4,4
290783,2528pr0001,0,1
290783,2530,72,4
290783,2562,1103,1
290783,3626cpr1557,14,5
290783,970c41,484,4
290783,970e05,0,1
290783,973c01h01pr2822,15,4
290783,973c28h01pr5115,1,1
291071,10113995,9999,1
291071,10114510,9999,1
291071,11090,70,2
291071,11211,19,1
291071,11211,70,1
291071,11212,288,1
291071,1126,0,1
291071,1126,15,1
291071,1126,72,4
291071,13564,70,2
291071,13756,47,1
291071,13760,0,1
291071,13965,71,2
291071,14716,72,2
291071,14716,71,3
291071,14716,19,4
291071,14719,71,4
291071,14769,0,1
291071,14769pr1054,70,1
291071,15068,0,4
291071,15068,4,1
291071,15254,19,2
291071,15395,0,1
291071,15571,70,1
291071,15571,0,1
291071,15573,4,4
291071,15573,14,2
291071,15573,320,2
291071,15573,0,5
291071,15573,72,2
291071,15573,71,3
291071,15573,288,2
291071,1566,70,2
291071,1566,0,6
291071,15672,71,1
291071,15712,0,4
291071,16577,72,1
291071,1748,71,3
291071,1750,0,9
291071,18034,179,2
291071,18649,71,2
291071,18674,71,1
291071,18674,0,1
291071,18977,0,4
291071,18980,71,3
291071,19798,0,1
291071,20310,84,2
291071,20482,297,2
291071,20482,70,4
291071,20482,0,6
291071,20482,71,4
291071,22886,70,1
291071,2343,47,2
291071,2357,0,2
291071,2357,72,16
291071,23969,0,1
291071,23969,15,1
291071,24093,0,1
291071,2412b,0,1
291071,2412b,71,3
291071,2420,0,6
291071,2420,72,2
291071,24201,0,10
291071,24246,70,2
291071,2431,72,1
291071,2431,71,1
291071,24324,0,1
291071,2445,72,1
291071,24482,0,5
291071,2454b,0,1
291071,2454b,72,14
291071,24866,272,14
291071,24866,320,6
291071,25269,71,2
291071,25269,4,4
291071,26601,0,4
291071,26603,84,1
291071,26603,71,2
291071,27150,0,1
291071,27925,71,4
291071,29111,84,1
291071,3001,72,3
291071,3001,379,1
291071,3001,0,2
291071,3002,4,1
291071,3003,72,2
291071,3003,71,3
291071,3003,70,4
291071,3003,379,1
291071,3004,70,1
291071,3004,71,2
291071,3004,288,3
291071,3004,72,24
291071,30044,272,7
291071,30046,0,7
291071,3005,70,3
291071,3005,14,2
291071,3005,72,2
291071,3005,272,1
291071,3005,71,9
291071,3005,379,2
291071,3005,0,2
291071,3009,0,4
291071,3009,379,4
291071,3009,72,3
291071,3010,71,5
291071,3010,0,1
291071,30106,47,1
291071,30136,0,5
291071,30136,71,2
291071,30136,19,1
291071,30145,70,3
291071,3020,72,3
291071,3020,19,2
291071,3020,71,2
291071,3021,272,4
291071,3021,322,1
291071,3021,4,1
291071,3022,72,1
291071,3022,71,1
291071,3022,19,1
291071,3022,70,7
291071,3022,0,1
291071,3023,15,1
291071,3023,84,3
291071,3023,72,3
291071,3023,19,1
291071,3023,70,16
291071,3023,4,1
291071,3023,71,2
291071,3023,0,5
291071,3024,47,6
291071,3024,0,8
291071,3024,71,8
291071,3024,36,6
291071,3024,72,2
291071,3029,0,2
291071,3032,0,2
291071,3033,4,2
291071,3034,70,1
291071,3034,272,1
291071,3034,0,2
291071,3035,4,1
291071,3035,72,2
291071,3036,4,1
291071,3036,0,1
291071,3036,28,6
291071,3040b,379,1
291071,3049d,0,2
291071,30586,71,2
291071,3062b,70,4
291071,3068b,0,1
291071,3068b,4,1
291071,3069b,0,1
