inventoryId,partNumber,color,quantity
130007,10928,72,6
130007,11214,4,7
130007,11477,4,1
130007,11478,0,2
130007,11947,14,1
130007,15068,14,4
130007,15379,0,86
130007,15573,0,1
130007,18575,19,1
130007,18651,0,12
130007,18654,0,5
130007,18654,71,1
130007,18677,0,2
130007,18938,0,1
130007,18939,71,1
130007,22961,72,7
130007,24116,47,1
130007,24116,14,3
130007,24120,72,1
130007,2412b,0,4
130007,24316,70,10
130007,27940,72,1
130007,3022,0,1
130007,3023,14,1
130007,3032,14,1
130007,3069b,71,2
130007,3070b,4,2
130007,32000,0,1
130007,32002,19,4
130007,32009,14,2
130007,32013,0,1
130007,32014,0,3
130007,32034,0,3
130007,32054,71,6
130007,32062,4,6
130007,32063,14,4
130007,32073,71,1
130007,32123b,14,5
130007,32126,0,2
130007,32140,14,6
130007,32140,0,2
130007,32184,0,1
130007,32184,71,5
130007,32198,19,1
130007,32250,0,6
130007,32270,0,3
130007,32271,0,4
130007,32278,72,6
130007,32316,0,5
130007,32523,14,5
130007,32523,0,2
130007,32524,72,1
130007,32524,14,4
130007,32525,14,2
130007,32525,72,5
130007,32526,14,3
130007,32526,0,5
130007,3623,4,1
130007,3705,0,6
130007,3706,4,1
130007,3710,14,1
130007,3713,71,1
130007,3749,19,2
130007,39793,0,3
130007,39888,19,4
130007,40490,15,1
130007,40490,0,4
130007,41677,0,10
130007,41678,71,4
130007,42195,71,3
130007,4274,71,15
130007,42924,1,63
130007,43093,1,14
130007,44294,14,1
130007,44567b,0,1
130007,44809,14,2
130007,44874,71,5
130007,4519,71,13
130007,47905,4,1
130007,54200,0,1
130007,57360,0,1
130007,58176,182,1
130007,59426,72,1
130007,59443,14,1
130007,59900,4,4
130007,60483,72,20
130007,60485,71,1
130007,60849,71,2
130007,61332,0,38
130007,61409,0,4
130007,6141,15,4
130007,61903,71,4
130007,61904,72,1
130007,62462,0,4
130007,63869,0,2
130007,63869,71,4
130007,64391,14,1
130007,64683,14,1
130007,65304,4,4
130007,6536,0,8
130007,65487,14,5
130007,65489,71,1
130007,6589,19,1
130007,6632,14,2
130007,71708,0,2
130007,71708,14,4
130007,72184,9999,1
