inventoryId,partNumber,color,quantity
110076,4274,1,3
110076,4643427,9999,1
110076,4643428,9999,1
110076,4643429,9999,1
110076,4643430,9999,1
110076,4643431,9999,1
110076,54200,72,2
110076,60481,71,2
110076,6117,297,1
110076,63965,70,1
110076,63965,297,1
110076,64567,0,2
110076,92338,179,3
110076,92947,71,1
110076,98139,179,2
110108,2419,0,1
110108,2456,0,1
110108,2780,0,6
110108,2877,0,2
110108,298c02,4,2
110108,3001,71,3
110108,3002,72,1
110108,3003,72,5
110108,30033,15,1
110108,3008,0,2
110108,3009,72,2
110108,3010,72,1
110108,3023,71,4
110108,3031,72,1
110108,3033,0,2
110108,3037b,72,1
110108,3039,71,1
110108,3176,0,6
110108,32000,71,1
110108,32039,0,2
110108,32054,0,2
110108,32062,4,1
110108,32192,0,4
110108,32476,0,6
110108,3297,0,2
110108,3298,0,2
110108,3666,0,2
110108,3675,0,2
110108,3700,0,2
110108,3701,71,1
110108,3709,71,3
110108,3710,4,2
110108,3713,71,1
110108,3747b,0,2
110108,3794a,0,4
110108,3794a,4,4
110108,3832,71,2
110108,3960,57,1
110108,4032a,0,1
110108,40378,0,2
110108,40379,0,2
110108,41751,40,1
110108,41881,40,1
110108,42021,0,1
110108,42022,0,4
110108,42023,0,2
110108,4274,71,2
110108,4286,0,2
110108,43093,1,3
110108,44375a,41,1
110108,44813,135,2
110108,45425,135,2
110108,4589,15,4
110108,46667,72,1
110108,4733,71,2
110108,47337,135,6
110108,47507,0,1
110108,50914,15,2
110108,53451,4,4
110108,53451,15,12
110108,53989,0,8
110108,54821,182,4
110108,55236,294,4
110108,55236,320,4
110108,55237a,135,1
110108,55237b,135,1
110108,55237c,135,1
110108,55237d,135,1
110108,55237e,135,1
110108,55237f,135,1
110108,55237g,135,1
110108,55237h,135,1
110108,55237i,135,1
110108,55237j,135,1
110108,55237k,135,1
110108,55237l,135,1
110108,57555,46,3
110108,57556,135,1
110108,57563,135,3
110108,57564,0,2
110108,57585,71,1
110108,57587,33,2
110108,57910,72,6
110108,58176,36,2
110108,59426,72,1
110108,6538b,0,1
110145,11476,71,1
110145,15573,71,1
110145,2420,71,4
110145,3002,1,7
110145,3004,71,1
110145,3004,15,4
110145,3004,2,4
110145,3010,0,4
110145,3021,71,3
110145,3021,0,2
110145,3022,71,4
110145,3022,15,2
110145,3023,71,8
110145,30237b,15,1
110145,3034,15,2
110145,3036,0,2
110145,3037,0,6
110145,3045,0,4
110145,3068b,71,2
110145,3069b,15,2
110145,32000,71,1
110145,32000,15,1
110145,34103,0,2
110145,3666,71,5
110145,3701,71,1
110145,3701,15,2
110145,3710,71,1
110145,3795,71,1
110145,41682,0,1
110145,43722,71,6
110145,43723,71,6
110145,6111,0,2
110145,63864,0,6
110145,69729,0,3
110145,87087,15,4
110145,99781,71,1
110146,18866,15,1
110146,6141,45,1
110148,3069bpr0315,47,1
110159,47219pr0002,15,1
110159,47510c02pr0003,29,1
110159,47510pr0002,212,1
110159,47510pr0006,15,1
110159,47511pr0001,15,1
110159,47511pr0005,212,1
110159,47511pr0006,1,1
110159,47511pr0007,15,1
110159,75115pr0009,378,1
110159,75115pr0010,0,1
110159,75115pr0012,15,1
110159,75121pr0002,26,1
110159,75121pr0007,15,1
110159,75121pr0008,10,1
110159,75121pr0015,85,1
110159,75126pr0004,1,1
110193,21459,297,1
110193,6117,72,1
110193,64567,4,1
110198,15677,4,1
110198,24452pr0007,15,1
110198,92198pr0233,78,1
110198,92456c01pr0383,78,1
110209,11090,0,2
110209,11211,0,4
110209,11211,25,1
110209,11211,27,1
110209,11211,72,1
110209,11212,0,3
110209,11212,15,3
110209,11212,71,2
110209,11303,4,1
110209,11477,0,1
110209,11477,15,1
110209,11833,0,1
110209,14716,15,1
110209,14718,0,1
110209,14719,72,1
110209,14719,71,4
110209,14719,0,3
110209,14769,0,1
110209,15533,84,2
110209,15573,15,1
110209,15573,378,3
110209,15573,0,11
110209,15573,72,4
110209,15573,70,4
110209,15573,19,6
110209,15712,71,3
110209,18646,71,2
110209,18674,0,5
110209,18674,70,1
110209,18920,179,1
110209,20309,0,2
110209,20482,71,1
110209,20482,15,1
110209,20482,70,5
110209,20482,47,2
110209,20952,71,1
110209,2343,47,2
110209,2357,71,3
110209,2357,0,2
110209,2357,15,5
110209,24093,70,1
110209,2412b,179,1
110209,2420,72,2
110209,2420,0,11
110209,2420,19,1
110209,2420,15,6
110209,2420,71,2
110209,2431,19,1
110209,2431,72,2
110209,2431,70,2
110209,24324,70,1
110209,2445,71,4
110209,2445,0,1
110209,2453b,15,3
110209,2456,71,7
110209,24866,10,8
110209,24866,2,2
110209,2654,19,1
110209,26603,71,1
110209,26603,19,1
110209,26603,15,6
110209,26603,0,2
110209,26603pr0052,0,2
110209,27186,308,1
110209,27448,15,2
110209,2877,70,8
110209,2877,72,12
110209,2921,0,2
110209,29602pr0001,19,1
110209,29636,71,1
110209,3001,0,1
110209,3001,71,5
110209,3002,0,2
110209,3002,71,2
110209,3004,70,5
110209,3004,0,12
110209,3004,71,4
110209,3004,15,5
110209,3005,71,11
110209,3005,0,6
110209,3005,15,16
110209,3006,19,1
110209,3007,0,1
110209,3008,70,2
110209,3009,0,1
110209,3010,15,2
110209,30136,0,4
110209,3020,71,8
110209,3020,320,2
110209,3020,0,6
110209,3020,15,3
110209,3021,0,2
110209,3021,71,2
110209,3021,15,6
110209,3022,0,1
110209,3022,15,2
110209,3022,19,2
110209,3022,71,1
110209,3023,19,1
110209,3023,0,1
110209,3023,15,3
110209,3023,70,2
110209,3023,71,4
110209,3024,71,3
110209,3024,226,1
110209,3024,40,2
110209,3024,15,6
110209,3024,72,2
110209,3024,2,1
110209,3031,15,1
110209,3032,72,3
110209,3033,72,1
110209,3034,70,1
110209,3034,71,9
110209,3035,0,1
110209,3035,71,8
110209,3036,71,2
110209,30374,0,2
110209,30374,15,1
110209,3062b,34,1
110209,3062b,47,1
110209,3068b,70,4
110209,3068b,84,1
110209,3068b,72,2
110209,3069b,19,3
110209,3069b,15,1
110209,3069b,71,1
110209,3069bpr0189,0,1
110209,3070b,72,4
110209,3070b,19,1
110209,32028,0,2
110209,32124,15,2
110209,3245c,0,2
110209,32607,2,6
110209,32607,10,4
110209,32828,0,2
110209,32952,15,3
110209,33909,0,2
110209,33909,15,3
110209,33909,71,2
110209,34172,15,1
110209,34173,179,1
110209,3456,71,2
110209,3460,72,3
110209,3460,15,3
110209,3460,71,8
110209,35442,0,1
110209,35443,72,1
110209,3622,71,2
110209,3622,0,2
110209,3622,15,8
110209,3623,71,2
110209,3623,15,4
110209,3623,70,1
110209,3623,0,1
110209,3626c,15,3
110209,3633,297,1
110209,3666,15,9
110209,3666,19,1
110209,3666,320,2
110209,3666,71,3
110209,3679,71,1
110209,3680,0,1
110209,36840,0,1
110209,36841,0,1
110209,3701,15,1
110209,3710,71,3
110209,3710,15,4
110209,3710,72,2
110209,37352,15,4
110209,37695,10,1
110209,37762,28,1
110209,3795,0,5
110209,38014,15,3
110209,3822,15,1
110209,3832,0,3
110209,3836,70,1
110209,3852b,322,1
110209,3941,19,1
110209,3941,15,2
110209,3957b,71,2
110209,3957b,15,1
110209,3958,71,1
110209,4079b,70,3
110209,4162,320,6
110209,4162,15,1
110209,4162,72,8
110209,41740,15,1
110209,41854,15,1
110209,4282,71,2
110209,4282,0,1
110209,4287c,70,4
110209,43898,15,1
110209,4477,0,1
110209,44861,71,2
110209,4510,0,2
110209,4528,179,1
110209,4529,0,1
110209,4536,0,2
110209,4599b,0,1
110209,4735,71,1
110209,4740,0,3
110209,4742,72,1
110209,4865b,15,1
110209,4865b,0,8
110209,57894,15,2
110209,57895,0,3
110209,57895,47,2
110209,59900,378,1
110209,59900,36,1
110209,59900,41,1
110209,59900,70,1
110209,59900,15,3
110209,60475b,15,5
110209,60475b,71,5
110209,60478,0,2
110209,60479,0,1
110209,60581pr9995,47,1
110209,60592,0,2
110209,60592,70,4
110209,60594,0,1
110209,60596,0,6
110209,60596,19,1
110209,60601,40,4
110209,60603,47,1
110209,60616b,70,1
110209,60658,15,1
110209,60797c04,0,2
110209,6111,15,4
110209,6141,326,2
110209,6141,158,1
110209,6141,80,16
110209,6141,41,3
110209,6141,182,1
110209,6141,297,2
110209,6141,0,4
110209,6141,47,1
110209,6178,71,2
110209,61780,0,2
110209,6179,71,2
110209,61976,84,1
110209,61976,70,1
110209,6255,10,1
110209,6255,2,2
110209,62698,0,1
110209,63864,0,1
110209,63864,15,4
110209,63864,70,2
110209,63868,0,2
110209,63965,0,1
110209,65509,19,1
110209,65578,71,1
110209,6636,19,1
110209,6636,72,6
110209,66906,0,3
110209,69729,320,1
110209,71752,0,1
110209,79278,9999,1
110209,79279,9999,1
110209,79280,9999,1
110209,79811,179,1
110209,85861,288,1
110209,85861,297,3
110209,85861,15,1
110209,85861,0,8
110209,85984,71,1
110209,87079pr0252,272,9
110209,87087,321,2
110209,87087,15,3
110209,87552,0,4
110209,87580,0,2
110209,88646,71,1
110209,90398,15,1
110209,91501,15,2
110209,91988,72,1
110209,92410,0,1
110209,92438,0,1
110209,93091,26,1
110209,93094,15,1
110209,95225,308,1
110209,95228,47,1
110209,96874,3,1
110209,970c05,272,1
110209,970c32,73,1
110209,973c03h02pr5676,0,1
110209,973c05h02pr5677,272,1
110209,973c29h19pr5675,212,1
110209,98138,379,1
110209,98138,0,2
110209,98138,71,7
110209,98138,15,2
110209,98283,71,102
110209,98283,15,85
110209,99206,15,2
110209,99563,0,3
110209,99780,15,2
110259,11212,71,1
110259,11214,4,84
110259,11477,71,1
110259,11478,0,14
110259,11478,14,35
110259,11946,0,2
110259,11946,14,2
110259,11947,14,2
110259,11947,0,2
110259,11954,14,4
110259,13971,71,2
110259,14720,14,3
110259,14720,71,1
110259,15068,71,1
110259,15458,14,16
110259,15458,0,8
110259,15462,70,14
110259,15535,0,16
110259,17485,0,6
110259,18575,0,3
110259,18575,19,6
110259,18651,0,23
110259,18654,71,6
110259,18654,15,18
110259,18654,0,61
110259,18674,71,2
110259,18677,0,2
110259,18677,71,6
110259,18940,72,2
110259,18942,72,2
110259,18945,14,6
110259,18945,0,8
110259,18946,4,15
110259,18947,72,2
110259,22127,71,1
110259,22169,72,2
110259,23948,71,7
110259,2412b,0,4
110259,2420,0,2
110259,2431,71,1
110259,24316,70,7
110259,2445,71,2
110259,25214,71,6
110259,26603,71,1
110259,2736,71,1
110259,27938,72,3
110259,27940,72,6
110259,2850b,71,12
110259,2851,14,12
110259,2852,71,12
110259,2853,14,2
110259,2854,19,5
110259,3020,0,1
110259,3024,0,1
110259,3069b,71,2
110259,31794,14,2
110259,32002,19,3
110259,32009,14,4
110259,32013,71,4
110259,32013,0,41
110259,32014,0,11
110259,32015,71,2
110259,32034,0,16
110259,32056,4,1
110259,32056,0,2
110259,32056,14,3
110259,32056,71,4
110259,32062,4,104
110259,32063,14,14
110259,32063,0,8
110259,32063,71,4
110259,32065,15,1
110259,32073,14,44
110259,32123b,14,34
110259,32140,14,49
110259,32140,71,3
110259,32140,0,18
110259,32184,14,18
110259,32192,72,3
110259,32198,19,24
110259,32250,72,2
110259,32270,0,17
110259,32271,72,2
110259,32278,14,20
110259,32278,0,8
110259,32291,15,2
110259,32291,0,9
110259,32316,71,12
110259,32316,0,7
110259,32316,14,30
110259,32333,0,2
110259,32348,71,1
110259,32348,0,2
110259,32449,71,2
110259,32449,0,22
110259,32523,72,16
110259,32523,14,35
110259,32523,71,3
110259,32523,0,9
110259,32524,71,2
110259,32524,0,17
110259,32524,14,45
110259,32525,14,18
110259,32525,71,5
110259,32526,14,30
110259,32526,0,10
110259,32526,71,13
110259,34103,71,1
110259,35186,14,2
110259,35188,25,1
110259,3623,0,1
110259,3623,71,1
110259,3705,0,26
110259,3706,4,7
110259,3707,0,11
110259,3708,0,5
110259,3710,71,2
110259,3713,4,20
110259,3737,4,2
110259,3749,19,7
110259,3941,0,24
110259,39793,0,6
110259,39793,14,9
110259,39794,0,1
110259,39888,19,6
110259,4032a,0,16
110259,40490,0,7
110259,40490,14,9
110259,40490,71,8
110259,41239,72,11
110259,41239,0,3
110259,4162,0,1
110259,41677,0,50
110259,4185,14,6
110259,42003,14,2
110259,42003,0,40
110259,42135,0,8
110259,42135,72,4
110259,42195,0,2
110259,42195,71,10
110259,42529,14,6
110259,42610,71,24
110259,4274,1,32
110259,42924,1,390
110259,43093,1,150
110259,43097,0,6
110259,43857,71,4
110259,43857,0,12
110259,43857,14,30
110259,43898,0,2
110259,43898,4,2
110259,44294,71,14
110259,44809,0,2
110259,44874,71,7
110259,4519,71,98
110259,46490,71,2
110259,46834,15,1
110259,46835,72,1
110259,49130,71,2
110259,49283,2,1
110259,49283,1,1
110259,49283,4,2
110259,49283,14,2
110259,50451,0,2
110259,50951,0,24
110259,52730,72,2
110259,52731,71,2
110259,55013,72,4
110259,59426,72,2
110259,59443,0,61
110259,59443,72,22
110259,60208,14,1
110259,60483,25,7
110259,60483,0,38
110259,60484,14,11
110259,60485,14,2
110259,61332,0,707
110259,6141,4,2
110259,6179,14,1
110259,61903,71,8
110259,61904,72,9
110259,62462,14,38
110259,62462,179,2
110259,62821b,72,1
110259,63864,0,1
110259,63864,71,1
110259,63869,71,15
110259,64178,71,3
110259,64179,14,4
110259,64179,71,6
110259,64781,0,8
110259,64782,14,6
110259,65304,71,20
110259,65304,4,26
110259,6536,71,34
110259,65473,0,2
110259,65487,14,72
110259,65487,0,12
110259,65489,71,4
110259,6587,28,4
110259,6589,19,18
110259,6629,14,11
110259,6632,14,27
110259,6632,0,4
110259,66906,4,5
110259,69730,72,2
110259,69819,0,8
110259,69910,14,116
110259,71708,14,6
110259,71709,0,6
110259,71709,14,15
110259,71710,0,18
110259,73507,0,22
110259,77590,71,2
110259,77607,9999,1
110259,85984,71,3
110259,87079,71,3
110259,87080,14,2
110259,87083,72,26
110259,87086,14,2
110259,87407,71,2
110259,87408,0,4
110259,91988,71,1
110259,92907,71,2
110259,92907,0,2
110259,94925,71,14
110259,98138,47,10
110259,98585,4,6
110259,99009,71,4
110259,99010,0,4
110259,99773,14,20
110274,11153,15,3
110274,17485,15,1
110274,18674,15,1
110274,24866,191,2
110274,298c02,0,1
110274,3010,19,1
110274,3022,1,1
110274,3023,320,1
110274,3024,15,3
110274,3069b,320,1
110274,32124,0,2
110274,3623,15,1
110274,3659,19,1
110274,3678b,70,2
110274,3700,320,1
110274,3749,19,2
110274,3795,2,2
110274,43723,15,4
110274,43888,15,1
110274,51138,71,1
110274,59900,2,2
110274,6091,320,2
110274,6141,70,2
110290,11303,272,1
110290,3626cpr3487,70,1
110290,970c03,0,1
110290,973c43h19pr5666,29,1
110291,3626cpr3495,78,1
110291,41612,308,1
110291,970c30pat03pr2122,179,1
110291,973c02h02,0,1
110292,25972,308,1
110292,3626cpr3496,78,1
110292,970c32pat27pr9999,73,1
110292,973g27c02h02pr5687,15,1
110293,24072,484,1
110293,3626cpr3488,78,1
110293,970c03,0,1
110293,973c28h02pr5667,1,1
110294,3626cpr3488,78,1
110294,92746,484,1
110294,970c03,0,1
110294,973c26h02pr5673,19,1
110295,3626cpr3497,78,1
110295,970c41,484,1
110295,973g27c02h02pr5688,15,1
110295,98385,84,1
110297,3626cpr3486,92,1
110297,76925,179,1
110297,970c25,378,1
110297,973c25h13pr5665,378,1
110384,3001,1,9
110384,3001,4,6
110384,3001,15,1
110384,3001,0,2
110384,3001,14,6
110384,3002,4,2
110384,3002,1,2
110384,3002,0,2
110384,3002,15,2
110384,3002,14,2
110384,3003,4,4
110384,3003,1,4
110384,3003,0,2
110384,3003,14,4
110384,3003,15,2
110384,3004,1,17
110384,3004,14,20
110384,3004,0,8
110384,3004,47,2
110384,3004,4,18
110384,3004,15,8
110384,3005,14,16
110384,3005,4,16
110384,3005,0,8
110384,3005,15,8
110384,3005,1,14
110384,3008,1,1
110384,3008,4,1
110384,3008,14,2
110384,3009,1,6
110384,3009,15,2
110384,3009,4,4
110384,3009,0,2
110384,3009,14,4
110384,3010,14,10
110384,3010,0,4
110384,3010,1,8
110384,3010,4,10
110384,3010,15,4
110384,3020,4,2
110384,3020,1,2
