inventoryId,partNumber,color,quantity
40023,11476,4,1
40023,11476,0,2
40023,11477,4,2
40023,15068,0,14
40023,15068,4,6
40023,15573,4,2
40023,15573,71,1
40023,15712,4,1
40023,21699,36,1
40023,22885,71,29
40023,2412b,0,4
40023,2420,0,8
40023,2420,4,2
40023,24201,0,2
40023,2431,0,3
40023,2431pr0143,0,1
40023,2431pr0144,4,1
40023,2431pr0145,4,1
40023,27263,0,4
40023,3003,29,2
40023,3003,2,4
40023,3004,4,1
40023,3004,0,3
40023,3005,4,2
40023,3010,4,2
40023,3020,0,5
40023,3020,4,2
40023,3021,72,7
40023,3022,0,12
40023,3022,4,1
40023,3023,4,2
40023,3023,19,3
40023,3023,0,2
40023,3024,0,8
40023,3031,4,1
40023,3031,72,1
40023,30414,0,1
40023,3068bpr0414,0,1
40023,3069b,4,6
40023,3069b,0,4
40023,3070b,4,4
40023,32028,0,3
40023,32028,4,2
40023,3623,0,4
40023,36840,0,2
40023,3941,4,1
40023,3941,1,2
40023,3958,0,2
40023,4032a,14,2
40023,4070,0,10
40023,4081b,0,1
40023,41769,0,1
40023,41770,0,1
40023,54200,0,8
40023,59900,4,1
40023,60849,0,1
40023,6091,0,4
40023,61409,4,2
40023,6141,4,1
40023,6141,0,3
40023,63868,4,1
40023,64567,0,1
40023,87079,0,5
40023,87079,4,4
40023,88930pr0017,4,1
40023,92593,0,5
40023,93273,0,2
40023,93273pr0015,0,1
40023,93273pr0016,0,1
40023,98138,4,2
40023,99206,70,4
40023,99780,4,1
40023,99780,0,2
40111,3020,0,2
40111,458,7,6
40111,501b,0,1
40111,502,7,4
40111,73090a,0,2
40111,867,0,2
40111,upn0256b,0,2
40130,10247,0,1
40130,10928,72,3
40130,11211,72,2
40130,11212,71,2
40130,11214,4,24
40130,11458,72,5
40130,11477,15,2
40130,11477,28,7
40130,11478,0,37
40130,11946,15,1
40130,11946,326,2
40130,11946,28,4
40130,11947,15,1
40130,11947,28,4
40130,11947,326,2
40130,14769,0,1
40130,15068,326,10
40130,15068,28,7
40130,15100,0,2
40130,15100,71,22
40130,15458,0,3
40130,15458,15,1
40130,15462,70,26
40130,18575,0,1
40130,18575,19,9
40130,18651,0,23
40130,18654,15,5
40130,18654,0,52
40130,18654,326,9
40130,18677,0,13
40130,18946,4,12
40130,18947,72,4
40130,18948,15,8
40130,18980,71,2
40130,22961,0,17
40130,22961,4,2
40130,23801,0,4
40130,23948,71,7
40130,24119,0,4
40130,24119,28,4
40130,24119,15,2
40130,24201,72,1
40130,2431,72,1
40130,2431,71,2
40130,2431,0,2
40130,24316,70,24
40130,2432,25,2
40130,25214,0,10
40130,25214,71,3
40130,26287,4,6
40130,26601,326,2
40130,26603,71,1
40130,26603,0,1
40130,2723,0,2
40130,2736,71,6
40130,2741,0,1
40130,2780,0,291
40130,27940,72,11
40130,28192,72,4
40130,28974,15,2
40130,3005,72,2
40130,3008,72,1
40130,3020,72,4
40130,3021,28,8
40130,3021,71,1
40130,3023,15,1
40130,3023,0,2
40130,3023,72,9
40130,3024,326,4
40130,3024,72,10
40130,3024,0,1
40130,3024,36,4
40130,3033,72,1
40130,3034,326,4
40130,3036,71,1
40130,30395,72,1
40130,30414,72,2
40130,30602,0,2
40130,3068b,0,3
40130,3068b,28,2
40130,3069b,71,2
40130,3069b,28,2
40130,3070b,15,1
40130,32000,72,8
40130,32002,19,12
40130,32005a,72,6
40130,32009,0,4
40130,32009,28,4
40130,32012,72,1
40130,32013,72,16
40130,32014,0,4
40130,32015,72,6
40130,32034,0,40
40130,32034,14,1
40130,32039,71,11
40130,32054,71,36
40130,32054,0,13
40130,32062,4,79
40130,32063,71,1
40130,32065,0,1
40130,32072,0,2
40130,32073,14,16
40130,32123b,71,42
40130,32126,0,10
40130,32138,71,1
40130,32140,15,4
40130,32140,0,5
40130,32140,71,21
40130,32140,326,8
40130,32184,72,52
40130,32192,28,2
40130,32250,326,6
40130,32270,0,8
40130,32278,326,8
40130,32278,0,2
40130,32278,71,3
40130,32278,72,4
40130,32291,4,7
40130,32316,0,24
40130,32316,71,5
40130,32316,326,12
40130,32494,71,4
40130,32523,15,8
40130,32523,0,2
40130,32524,326,10
40130,32524,15,2
40130,32524,4,2
40130,32524,71,8
40130,32525,326,6
40130,32525,15,5
40130,32525,72,9
40130,32526,15,2
40130,32526,326,2
40130,32526,0,11
40130,32556,19,1
40130,32739,72,1
40130,32803,71,2
40130,33299b,0,2
40130,3460,326,5
40130,35185,1,1
40130,35186,14,2
40130,35188,25,1
40130,35480,0,3
40130,3623,28,3
40130,3623,326,1
40130,3623,72,2
40130,3623,15,2
40130,3648b,72,4
40130,3666,326,6
40130,3673,71,8
