partNumber,name,category,sourceCategory,material
6021379,"Trading Card, Legends of Chima Deck #1: 4 [Leonidas]",technic,Gear Parts,Cardboard/Paper
6021380,"Trading Card, Legends of Chima Deck #1: 10 [Defendor IV]",technic,Gear Parts,Cardboard/Paper
6021381,"Trading Card, Legends of Chima Deck #1: 16 [Chi Jabaka]",technic,Gear Parts,Cardboard/Paper
6021382,"Trading Card, Legends of Chima Deck #1: 22 [Katar]",technic,Gear Parts,Cardboard/Paper
6021383,"Trading Card, Legends of Chima Deck #1: 28 [Hypazoom]",technic,Gear Parts,Cardboard/Paper
6021384,"Trading Card, Legends of Chima Deck #1: 5 [Longtooth]",technic,Gear Parts,Cardboard/Paper
6021385,"Trading Card, Legends of Chima Deck #1: 11 [Defendor IIX]",technic,Gear Parts,Cardboard/Paper
6021386,"Trading Card, Legends of Chima Deck #1: 17 [Clubius Maximus]",technic,Gear Parts,Cardboard/Paper
6021387,"Trading Card, Legends of Chima Deck #1: 23 [Jabaka]",technic,Gear Parts,Cardboard/Paper
6021388,"Trading Card, Legends of Chima Deck #1: 29 [Ripzar]",technic,Gear Parts,Cardboard/Paper
6021390,"Trading Card, Legends of Chima Deck #1: 6 [Lennox ]",technic,Gear Parts,Cardboard/Paper
6021391,"Trading Card, Legends of Chima Deck #1: 12 [Defendor VI]",technic,Gear Parts,Cardboard/Paper
6021392,"Trading Card, Legends of Chima Deck #1: 18 [Decalius]",technic,Gear Parts,Cardboard/Paper
6021393,"Trading Card, Legends of Chima Deck #1: 24 [Jabaka]",technic,Gear Parts,Cardboard/Paper
6021394,"Trading Card, Legends of Chima Deck #1: 30 [Rototo]",technic,Gear Parts,Cardboard/Paper
6021395,"Trading Card, Legends of Chima Deck #1: 31 [Rawzom]",technic,Gear Parts,Cardboard/Paper
6021396,"Trading Card, Legends of Chima Deck #1: 34 [Thugk]",technic,Gear Parts,Cardboard/Paper
6021397,"Trading Card, Legends of Chima Deck #1: 37 [Blazoom]",technic,Gear Parts,Cardboard/Paper
6021398,"Trading Card, Legends of Chima Deck #1: 40 [Kleptor S2]",technic,Gear Parts,Cardboard/Paper
6021399,"Trading Card, Legends of Chima Deck #1: 43 [Jagonk]",technic,Gear Parts,Cardboard/Paper
6021400,"Trading Card, Legends of Chima Deck #1: 72 [Worriz]",technic,Gear Parts,Cardboard/Paper
6021401,"Trading Card, Legends of Chima Deck #1: 75 [Huntor]",technic,Gear Parts,Cardboard/Paper
6021402,"Trading Card, Legends of Chima Deck #1: 78 [Maulus]",technic,Gear Parts,Cardboard/Paper
6021403,"Trading Card, Legends of Chima Deck #1: 81 [Stakuku]",technic,Gear Parts,Cardboard/Paper
6021404,"Trading Card, Legends of Chima Deck #1: 84 [Nitronox]",technic,Gear Parts,Cardboard/Paper
6021405,"Trading Card, Legends of Chima Deck #1: 32 [Equila]",technic,Gear Parts,Cardboard/Paper
6021406,"Trading Card, Legends of Chima Deck #1: 35 [Shreekor 360]",technic,Gear Parts,Cardboard/Paper
6021407,"Trading Card, Legends of Chima Deck #1: 38 [Axcalion]",technic,Gear Parts,Cardboard/Paper
6021408,"Trading Card, Legends of Chima Deck #1: 41 [Jaba]",technic,Gear Parts,Cardboard/Paper
6021409,"Trading Card, Legends of Chima Deck #1: 44 [Gyroropt]",technic,Gear Parts,Cardboard/Paper
6021410,"Trading Card, Legends of Chima Deck #1: 33 [Eglor]",technic,Gear Parts,Cardboard/Paper
6021411,"Trading Card, Legends of Chima Deck #1: 36 [Shreekor 390]",technic,Gear Parts,Cardboard/Paper
6021412,"Trading Card, Legends of Chima Deck #1: 39 [Lightnix]",technic,Gear Parts,Cardboard/Paper
6021413,"Trading Card, Legends of Chima Deck #1: 42 [Jabahak]",technic,Gear Parts,Cardboard/Paper
6021414,"Trading Card, Legends of Chima Deck #1: 45 [Aerozor]",technic,Gear Parts,Cardboard/Paper
6021415,"Trading Card, Legends of Chima Deck #1: 46 [Gorzan]",technic,Gear Parts,Cardboard/Paper
6021416,"Trading Card, Legends of Chima Deck #1: 48 [Chi Dentmakor]",technic,Gear Parts,Cardboard/Paper
6021417,"Trading Card, Legends of Chima Deck #1: 50 [Bananaboost]",technic,Gear Parts,Cardboard/Paper
6021418,"Trading Card, Legends of Chima Deck #1: 52 [Treehugger III]",technic,Gear Parts,Cardboard/Paper
6021419,"Trading Card, Legends of Chima Deck #1: 54 [Dentmakor]",technic,Gear Parts,Cardboard/Paper
6021420,"Trading Card, Legends of Chima Deck #1: 47 [Grizzam]",technic,Gear Parts,Cardboard/Paper
6021421,"Trading Card, Legends of Chima Deck #1: 49 [Groundbreakor]",technic,Gear Parts,Cardboard/Paper
6021422,"Trading Card, Legends of Chima Deck #1: 51 [Furiator]",technic,Gear Parts,Cardboard/Paper
6021423,"Trading Card, Legends of Chima Deck #1: 53 [Treehuggor X]",technic,Gear Parts,Cardboard/Paper
6021424,"Trading Card, Legends of Chima Deck #1: 55 [Jaba]",technic,Gear Parts,Cardboard/Paper
6021425,"Trading Card, Legends of Chima Deck #1: 56 [Cragger]",technic,Gear Parts,Cardboard/Paper
6021426,"Trading Card, Legends of Chima Deck #1: 59 [Chompor V18]",technic,Gear Parts,Cardboard/Paper
6021427,"Trading Card, Legends of Chima Deck #1: 62 [Vengious]",technic,Gear Parts,Cardboard/Paper
6021428,"Trading Card, Legends of Chima Deck #1: 65 [Gronk]",technic,Gear Parts,Cardboard/Paper
6021429,"Trading Card, Legends of Chima Deck #1: 68 [Grapt]",technic,Gear Parts,Cardboard/Paper
6021430,"Trading Card, Legends of Chima Deck #1: 57 [Crominus]",technic,Gear Parts,Cardboard/Paper
6021431,"Trading Card, Legends of Chima Deck #1: 60 [Chompor V12]",technic,Gear Parts,Cardboard/Paper
6021432,"Trading Card, Legends of Chima Deck #1: 63 [Grandiorus]",technic,Gear Parts,Cardboard/Paper
6021433,"Trading Card, Legends of Chima Deck #1: 66 [Krank]",technic,Gear Parts,Cardboard/Paper
6021434,"Trading Card, Legends of Chima Deck #1: 69 [Shredant]",technic,Gear Parts,Cardboard/Paper
6021435,"Trading Card, Legends of Chima Deck #1: 58 (Crug)",technic,Gear Parts,Cardboard/Paper
6021436,"Trading Card, Legends of Chima Deck #1: 61 (Ripporous)",technic,Gear Parts,Cardboard/Paper
6021437,"Trading Card, Legends of Chima Deck #1: 64 (Fangorur)",technic,Gear Parts,Cardboard/Paper
6021438,"Trading Card, Legends of Chima Deck #1: 67 (Chompor V9)",technic,Gear Parts,Cardboard/Paper
6021439,"Trading Card, Legends of Chima Deck #1: 70 (Jaba)",technic,Gear Parts,Cardboard/Paper
6021440,"Trading Card, Legends of Chima Deck #1: 71 [Wakz]",technic,Gear Parts,Cardboard/Paper
6021441,"Trading Card, Legends of Chima Deck #1: 74 [Huntor W3]",technic,Gear Parts,Cardboard/Paper
6021442,"Trading Card, Legends of Chima Deck #1: 77 [Maurak]",technic,Gear Parts,Cardboard/Paper
6021443,"Trading Card, Legends of Chima Deck #1: 80 [Stafik]",technic,Gear Parts,Cardboard/Paper
6021444,"Trading Card, Legends of Chima Deck #1: 83 [Tailkut]",technic,Gear Parts,Cardboard/Paper
6021445,"Trading Card, Legends of Chima Deck #1: 97 [Skinnet]",technic,Gear Parts,Cardboard/Paper
6021446,"Trading Card, Legends of Chima Deck #1: 99 [Stynkjahak]",technic,Gear Parts,Cardboard/Paper
6021447,"Trading Card, Legends of Chima Deck #1: 101 [Toxismell]",technic,Gear Parts,Cardboard/Paper
6021448,"Trading Card, Legends of Chima Deck #1: 103 [Gashuntor W4]",technic,Gear Parts,Cardboard/Paper
6021449,"Trading Card, Legends of Chima Deck #1: 105 [Whyp]",technic,Gear Parts,Cardboard/Paper
6021450,"Trading Card, Legends of Chima Deck #1: 73 [Winzar]",technic,Gear Parts,Cardboard/Paper
6021451,"Trading Card, Legends of Chima Deck #1: 76 [Huntor W4]",technic,Gear Parts,Cardboard/Paper
6021452,"Trading Card, Legends of Chima Deck #1: 79 [Chi Jahak]",technic,Gear Parts,Cardboard/Paper
6021453,"Trading Card, Legends of Chima Deck #1: 82 [Flamious]",technic,Gear Parts,Cardboard/Paper
6021454,"Trading Card, Legends of Chima Deck #1: 85 [Dikut]",technic,Gear Parts,Cardboard/Paper
6021455,"Trading Card, Legends of Chima Deck #1: 86 [Razar]",technic,Gear Parts,Cardboard/Paper
6021456,"Trading Card, Legends of Chima Deck #1: 88 [Kleptor S1]",technic,Gear Parts,Cardboard/Paper
6021457,"Trading Card, Legends of Chima Deck #1: 90 [Thundax]",technic,Gear Parts,Cardboard/Paper
6021458,"Trading Card, Legends of Chima Deck #1: 92 [Slizar]",technic,Gear Parts,Cardboard/Paper
6021459,"Trading Card, Legends of Chima Deck #1: 94 [Blazet]",technic,Gear Parts,Cardboard/Paper
6021460,"Trading Card, Legends of Chima Deck #1: 87 [Eris]",technic,Gear Parts,Cardboard/Paper
6021461,"Trading Card, Legends of Chima Deck #1: 89 [Axcalibur]",technic,Gear Parts,Cardboard/Paper
6021462,"Trading Card, Legends of Chima Deck #1: 91 [Badaboost]",technic,Gear Parts,Cardboard/Paper
6021463,"Trading Card, Legends of Chima Deck #1: 93 [Shreekor 375]",technic,Gear Parts,Cardboard/Paper
6021464,"Trading Card, Legends of Chima Deck #1: 95 [Stabiku]",technic,Gear Parts,Cardboard/Paper
6021465,"Trading Card, Legends of Chima Deck #1: 96 (Furty)",technic,Gear Parts,Cardboard/Paper
6021466,"Trading Card, Legends of Chima Deck #1: 98 (Chi Whippa)",technic,Gear Parts,Cardboard/Paper
6021467,"Trading Card, Legends of Chima Deck #1: 100 (Timboost)",technic,Gear Parts,Cardboard/Paper
6021468,"Trading Card, Legends of Chima Deck #1: 102 (Huntor Foxari)",technic,Gear Parts,Cardboard/Paper
6021469,"Trading Card, Legends of Chima Deck #1: 104 (Kutee)",technic,Gear Parts,Cardboard/Paper
60219,Slope Inverted 45° 6 x 4 Double with 4 x 4 Recessed and 3 Holes,slopes,Bricks Sloped,Plastic
60220,Braille Brick 2 x 4 with 3 Studs ⠋,bricks,Bricks Special,Plastic
60220pr0001,Braille Brick 2 x 4 with 3 Studs ⠋ and 'F 6' Print,bricks,Bricks Special,Plastic
60220pr0002,Braille Brick 2 x 4 with 3 Studs ⠋ and 'F' Print,bricks,Bricks Special,Plastic
60221,Braille Brick 2 x 4 with 4 Studs ⠛,bricks,Bricks Special,Plastic
60221pr0001,Braille Brick 2 x 4 with 4 Studs ⠛ and 'G 7' Print,bricks,Bricks Special,Plastic
60221pr0002,Braille Brick 2 x 4 with 4 Studs ⠛ and 'G' Print,bricks,Bricks Special,Plastic
60222,Braille Brick 2 x 4 with 3 Studs ⠓,bricks,Bricks Special,Plastic
60222pr0001,Braille Brick 2 x 4 with 3 Studs ⠓ and 'H 8' Print,bricks,Bricks Special,Plastic
60222pr0002,Braille Brick 2 x 4 with 3 Studs ⠓ and 'H' Print,bricks,Bricks Special,Plastic
60223,Braille Brick 2 x 4 with 2 Studs ⠊,bricks,Bricks Special,Plastic
60223pr0001,Braille Brick 2 x 4 with 2 Studs ⠊ and 'I 9' Print,bricks,Bricks Special,Plastic
60223pr0002,Braille Brick 2 x 4 with 2 Studs ⠊ and 'I' Print,bricks,Bricks Special,Plastic
60224,Braille Brick 2 x 4 with 3 Studs ⠚,bricks,Bricks Special,Plastic
60224pr0001,Braille Brick 2 x 4 with 3 Studs ⠚ and 'J 0' Print,bricks,Bricks Special,Plastic
60224pr0002,Braille Brick 2 x 4 with 3 Studs ⠚ and 'J' Print,bricks,Bricks Special,Plastic
60225,Braille Brick 2 x 4 with 2 Studs ⠅,bricks,Bricks Special,Plastic
60225pr0001,Braille Brick 2 x 4 with 2 Studs ⠅ and 'K' Print,bricks,Bricks Special,Plastic
60226,Braille Brick 2 x 4 with 3 Studs ⠇,bricks,Bricks Special,Plastic
60226pr0001,Braille Brick 2 x 4 with 3 Studs ⠇and 'L' Print,bricks,Bricks Special,Plastic
60227,Braille Brick 2 x 4 with 3 Studs ⠍,bricks,Bricks Special,Plastic
60227pr0001,Braille Brick 2 x 4 with 3 Studs ⠍ and 'M' Print,bricks,Bricks Special,Plastic
60228,Braille Brick 2 x 4 with 4 Studs ⠝,bricks,Bricks Special,Plastic
60228pr0001,Braille Brick 2 x 4 with 4 Studs ⠝ and 'N' Print,bricks,Bricks Special,Plastic
60229,Braille Brick 2 x 4 with 3 Studs ⠕,bricks,Bricks Special,Plastic
60229pr0001,Braille Brick 2 x 4 with 3 Studs ⠕ and 'O' Print,bricks,Bricks Special,Plastic
6023,Minifig Neckwear Jet Pack with Twin Handles,minifigures,Minifig Neckwear,Plastic
60230,Braille Brick 2 x 4 with 4 Studs ⠏,bricks,Bricks Special,Plastic
60230pr0001,Braille Brick 2 x 4 with 4 Studs ⠏ and 'P' Print,bricks,Bricks Special,Plastic
60231,Braille Brick 2 x 4 with 5 Studs ⠟,bricks,Bricks Special,Plastic
60231pr0001,Braille Brick 2 x 4 with 5 Studs ⠟ and 'Q' Print,bricks,Bricks Special,Plastic
60232,Braille Brick 2 x 4 with 4 Studs ⠗,bricks,Bricks Special,Plastic
60232pr0001,Braille Brick 2 x 4 with 4 Studs ⠗ and 'R' Print,bricks,Bricks Special,Plastic
60233,Braille Brick 2 x 4 with 3 Studs ⠎,bricks,Bricks Special,Plastic
60233pr0001,Braille Brick 2 x 4 with 3 Studs ⠎ and 'S' Print,bricks,Bricks Special,Plastic
60234,Braille Brick 2 x 4 with 4 Studs ⠞,bricks,Bricks Special,Plastic
60234pr0001,Braille Brick 2 x 4 with 4 Studs ⠞ and 'T' Print,bricks,Bricks Special,Plastic
60235,Braille Brick 2 x 4 with 3 Studs ⠖,bricks,Bricks Special,Plastic
60235pr0001,Braille Brick 2 x 4 with 3 Studs ⠖ and '+' Print,bricks,Bricks Special,Plastic
60236pr0001,Braille Brick 2 x 4 with 3 Studs ⠜ and 'Ä' print,bricks,Bricks Special,Plastic
60236pr0002,Braille Brick 2 x 4 with 3 Studs ⠜ and 'Ã' print,bricks,Bricks Special,Plastic
60236pr0003,Braille Brick 2 x 4 with 3 Studs ⠣ and 'Æ' Print,bricks,Bricks Special,Plastic
60237,Braille Brick 2 x 4 with 2 Studs ⠌,bricks,Bricks Special,Plastic
60237pr0001,Braille Brick 2 x 4 with 2 Studs ⠌ and Divide Print,bricks,Bricks Special,Plastic
60237pr0002,Braille Brick 2 x 4 with 2 Studs ⠌ and 'äu' Print,bricks,Bricks Special,Plastic
60237pr0003,Braille Brick 2 x 4 with 2 Studs ⠌ and 'Ì' Print,bricks,Bricks Special,Plastic
60237pr0004,Braille Brick 2 x 4 with 2 Studs ⠌ and 'Í' print,bricks,Bricks Special,Plastic
60238,Braille Brick 2 x 4 with 3 Studs ⠥,bricks,Bricks Special,Plastic
60238pr0001,Braille Brick 2 x 4 with 3 Studs ⠥ and 'U' Print,bricks,Bricks Special,Plastic
60239,Braille Brick 2 x 4 with 4 Studs ⠧,bricks,Bricks Special,Plastic
60239pr0001,Braille Brick 2 x 4 with 4 Studs ⠧ and 'V' Print,bricks,Bricks Special,Plastic
60240,Braille Brick 2 x 4 with 4 Studs ⠭,bricks,Bricks Special,Plastic
60240pr0001,Braille Brick 2 x 4 with 4 Studs ⠭ and 'X' Print,bricks,Bricks Special,Plastic
60243,Braille Brick 2 x 4 with 5 Studs ⠽,bricks,Bricks Special,Plastic
60243pr0001,Braille Brick 2 x 4 with 5 Studs ⠽ and 'Y' Print,bricks,Bricks Special,Plastic
60244,Braille Brick 2 x 4 with 4 Studs ⠵,bricks,Bricks Special,Plastic
60244pr0001,Braille Brick 2 x 4 with 4 Studs ⠵ and 'Z' Print,bricks,Bricks Special,Plastic
6024pr0001,Baseplate Raised 32 x 32 Canyon with Blue Underwater Print,plates,Baseplates,Plastic
6024pr0002,Baseplate Raised 32 x 32 Canyon with Blue and Yellow Stream Print,plates,Baseplates,Plastic
6024pr0003,Baseplate Raised 32 x 32 Canyon with Gray Underwater Print,plates,Baseplates,Plastic
6024pr0004,Baseplate Raised 32 x 32 Canyon with Brown Dirt and Gray Rocks Print,plates,Baseplates,Plastic
6024pr0005,Baseplate Raised 32 x 32 Canyon with Brown and Green Mountain and River Rapids Print,plates,Baseplates,Plastic
6025,Hair Islander,minifigures,Minifig Headwear,Plastic
6026,"Animal Body Part, Alligator / Crocodile Body",special,Animal / Creature Body Parts,Plastic
60268c01,"Duplo Turntable, 4 x 4",bricks,"Duplo, Quatro and Primo",Plastic
6027,"Animal Body Part, Alligator / Crocodile / Dragon Upper Jaw / Dinosaur Tongue",special,Animal / Creature Body Parts,Plastic
60275pr0001,"Minifig Head Special, Barraki Takadox",minifigures,Minifig Heads,Plastic
60275pr0002,"Minifig Head Special, Barraki Mantax",minifigures,Minifig Heads,Plastic
6028,"Animal Body Part, Alligator / Crocodile / Dragon / Dinosaur Tail",special,Animal / Creature Body Parts,Plastic
60285,Sticker Sheet for Set 10179-1,special,Stickers,Plastic
60289,Braille Brick 2 x 4 with 5 Studs ⠯,bricks,Bricks Special,Plastic
60289pr0001,Braille Brick 2 x 4 with 5 Studs ⠯ and 'Ç' print,bricks,Bricks Special,Plastic
6029,Plume / Feather [Complete Sprue],minifigures,Minifig Accessories,Plastic
60290,Braille Brick 2 x 4 with 6 Studs ⠿,bricks,Bricks Special,Plastic
60290pr0001,Braille Brick 2 x 4 with 6 Studs ⠿ and 'É' print,bricks,Bricks Special,Plastic
60291,Braille Brick 2 x 4 with 5 Studs ⠷,bricks,Bricks Special,Plastic
60291pr0001,Braille Brick 2 x 4 with 5 Studs ⠷ and 'À' print,bricks,Bricks Special,Plastic
60291pr0002,Braille Brick 2 x 4 with 5 Studs ⠷ and 'Á' print,bricks,Bricks Special,Plastic
60292,Braille Brick 2 x 4 with 4 Studs ⠮,bricks,Bricks Special,Plastic
60292pr0001,Braille Brick 2 x 4 with 4 Studs ⠮ and 'È' print,bricks,Bricks Special,Plastic
60292pr0002,Braille Brick 2 x 4 with 4 Studs ⠮ and 'ẞ' print,bricks,Bricks Special,Plastic
60292pr0003,Braille Brick 2 x 4 with 4 Studs ⠮ and 'É' print,bricks,Bricks Special,Plastic
60293,Braille Brick 2 x 4 with 5 Studs ⠾,bricks,Bricks Special,Plastic
60293pr0001,Braille Brick 2 x 4 with 5 Studs ⠾ and 'Ù' print,bricks,Bricks Special,Plastic
60293pr0002,Braille Brick 2 x 4 with 5 Studs ⠾ and 'st' print,bricks,Bricks Special,Plastic
60293pr0003,Braille Brick 2 x 4 with 5 Studs ⠾ and 'Ú' print,bricks,Bricks Special,Plastic
60294,Braille Brick 2 x 4 with 4 Studs ⠶,bricks,Bricks Special,Plastic
60294pr0001,Braille Brick 2 x 4 with 4 Studs ⠶ and '=' Equals Print,bricks,Bricks Special,Plastic
60295,Braille Brick 2 x 4 with 4 Studs ⠼,bricks,Bricks Special,Plastic
60295pr0001,Braille Brick 2 x 4 with 4 Studs ⠼ and '#' Print,bricks,Bricks Special,Plastic
60295pr0002,Braille Brick 2 x 4 with 4 Studs ⠼ and '0' Print,bricks,Bricks Special,Plastic
60296,Braille Brick 2 x 4 with 3 Studs ⠬,bricks,Bricks Special,Plastic
60296pr0001,Braille Brick 2 x 4 with 3 Studs ⠬ and 'ie' print,bricks,Bricks Special,Plastic
60296pr0003,Braille Brick 2 x 4 with 3 Studs ⠬ and 'Ò' print,bricks,Bricks Special,Plastic
60296pr0004,Braille Brick 2 x 4 with 3 Studs ⠬ and 'Ó' print,bricks,Bricks Special,Plastic
60297,Braille Brick 2 x 4 with 2 Studs ⠤,bricks,Bricks Special,Plastic
60297pr0001,Braille Brick 2 x 4 with 2 Studs ⠤ and '-' Print,bricks,Bricks Special,Plastic
6030,Mask - Islander,minifigures,Minifig Headwear,Plastic
