partNumber,name,category,sourceCategory,material
501c,"Motor, Train Base, 12V Slotted with 3-Hole Plugs",technic,Electronics,Plastic
502,Train Motor 12V Connecting Rod,special,Transportation - Land,Plastic
50200,"Sticker Sheet for Sets 4758-1,10132-1",special,Stickers,Plastic
50202,Sticker Sheet for Set 4757-1,special,Stickers,Plastic
5020pr0001,"Animal Body Part, Camel Torso and Head with Black Eyes print",special,Animal / Creature Body Parts,Plastic
5021,"Creature Body Part, Head Blocky, Ender Dragon",special,Animal / Creature Body Parts,Plastic
50217,"Clikits Bookmark, 'Heart' Print",special,Clikits,Plastic
5022,"Minifig Neckwear, Cape",minifigures,Minifig Neckwear,Plastic
50223,"Clikits Envelope, Square 11 x 11 with Flowers and Stripes Print",special,Clikits,Cardboard/Paper
50224,"Clikits Door Hanger, 'Star' with Cityscape Print",special,Clikits,Cardboard/Paper
50226pr0001,"Clikits Paper, 18 x 12 'Star' with Cityscape Print",special,Clikits,Cardboard/Paper
50226pr0002,"Clikits Paper, 18 x 12 'Star' with Starry Background Print",special,Clikits,Cardboard/Paper
50231,"Neckwear Cape, Standard [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231a,"Neckwear Cape, Front Collars [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0001,"Neckwear Cape, Standard with Iridescent Stars and Moons Print [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0002,"Neckwear Cape, Standard with Bright Light Blue Back [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0003,"Neckwear Cape, Standard with Black Back [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0004,"Neckwear Cape, Standard with Dark Orange with Angular Spots Print Back [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0005,"Neckwear Cape, Standard with Dark Azure Back [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0006,"Neckwear Cape, Standard with Black and Red Stripe, and Black and Red Skulls Print [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Plastic
50231pr0007,"Neckwear Cape, Standard with Black Back [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0008,"Neckwear Cape, Standard with Medium Nougat Back [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0009,"Neckwear Cape, Standard, Dark Red Back [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0010,"Neckwear Cape, Standard with Blue Back [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0011,"Neckwear Cape, Standard with Dark Purple Back [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0012,"Neckwear Cape, Standard with Star Print [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0013,"Neckwear Cape, Standard with Black Back and Stripes Print [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0014,"Neckwear Cape, Standard with Gray Back and Black Slashes Print [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Cloth
50231pr0015,"Neckwear Cape, Standard [Traditional Starched Fabric] Red Border, Blue Lion print",minifigures,Minifig Neckwear,Plastic
50231pr9998,"Neckwear Cape, Standard [Traditional Starched Fabric] with Black Zebra Stripes print",minifigures,Minifig Neckwear,Cloth
50231pr9999,"Neckwear Cape, Standard with Silver Glitter Print [Traditional Starched Fabric]",minifigures,Minifig Neckwear,Plastic
50234pr0001,"Clikits Notepad, 'Heart' Print",special,Clikits,Plastic
50234pr0002,"Clikits Memo Pad, Daisy Print",special,Clikits,Plastic
50239pr0001,Clikits Memo Pad with 3 Holes and Stars Print,special,Clikits,Cardboard/Paper
50239pr0002,Clikits Memo Pad with 3 Holes and Flowers Print,special,Clikits,Cardboard/Paper
50241,Sticker Sheet for Set 40360-1,special,Stickers,Plastic
50242,"Clikits Eraser, White with 'Heart' Image Sleeve",special,Clikits,Plastic
50250,"Clikits Pencil, 175mm [Plain]",special,Clikits,Plastic
50250pr0001,"Clikits Pencil, 175mm with Clikits Logo, Hearts, Stars, and Flowers Print",special,Clikits,Plastic
50250pr0002,Clikits Pencil with Pink Heart Print,special,Clikits,Plastic
50250pr0003,Clikits Pencil with Orange Daisy Print,special,Clikits,Plastic
50250pr0004,Clikits Pencil with Aqua Flamingo Print,special,Clikits,Plastic
50252,Sticker Sheet for Set 4856-1,special,Stickers,Plastic
50254,"Train Wheel Small, hole notched for wheels holder pin",special,Wheels and Tyres,Plastic
50289,Sticker Sheet for Set 8362-1,special,Stickers,Plastic
503,"Fabuland, Equipment Wheelbarrow with One Center Wheel Clips",special,"Belville, Scala and Fabuland",Plastic
50303,Wedge Plate 7 x 6 Boat Bow with Stud Notches,plates,Plates Angled,Plastic
50304,"Wedge Plate 8 x 3, 22° Right",plates,Plates Angled,Plastic
50305,"Wedge Plate 8 x 3, 22° Left",plates,Plates Angled,Plastic
5032,"Fence 4 x 6, Chain-Link",special,"Bars, Ladders and Fences",Plastic
5033,Tyre 24 x 9.9,special,Wheels and Tyres,Rubber
50335,"Construction Vehicle Bucket 3 x 6 with Hinge, Reinforced Center",special,Transportation - Land,Plastic
50337,"Hinge Plate 3 x 4 Locking Dual 2 Finger, 7 teeth",special,"Hinges, Arms and Turntables",Plastic
50340,"Hinge Plate 1 x 2 Locking with 2 Fingers on Side, 7 Teeth",special,"Hinges, Arms and Turntables",Plastic
50373,Wedge 3 x 4 [Stud Notches],bricks,Bricks Wedged,Plastic
50384,Duplo Baseplate 12 x 16 with Road Flat Surface Print,bricks,"Duplo, Quatro and Primo",Plastic
503c01,"Fabuland, Equipment Wheelbarrow with One Center Wheel [Complete Assembly]",special,"Belville, Scala and Fabuland",Plastic
50407,Plate Special Round 2 x 2 with Rotation Stem and Screw,special,"Hinges, Arms and Turntables",Plastic
50408,"Launcher, Spinner, Base 2 x 10 x 2",special,Projectiles / Launchers,Plastic
50427,Sticker Sheet for Set 41371-1,special,Stickers,Plastic
50428,Sticker Sheet for Set 41372-1,special,Stickers,Plastic
50429,"Playmat, Island with Water Print",special,Non-System Parts,Plastic
50429stk,Sticker Sheet for Set 41373-1,special,Stickers,Plastic
50430,Sticker Sheet for Set 41374-1,special,Stickers,Plastic
50431,Sticker Sheet for Set 41375-1,special,Stickers,Plastic
50441,Sticker Sheet for Set 41376-1,special,Stickers,Plastic
50443,Sticker Sheet for Set 41378-1,special,Stickers,Plastic
50448,Sticker Sheet for Set 41381-1,special,Stickers,Plastic
50450,Technic Axle 32,technic,Technic Axles,Plastic
50451,Technic Axle 16,technic,Technic Axles,Plastic
50461,Sticker Sheet for Set 4693-1,special,Stickers,Plastic
50462,Sticker Sheet 1 for Set 4694-1,special,Stickers,Plastic
5048,Sticker Sheet for Set 590-1 (Alternate Flag),special,Stickers,Plastic
50500,Sticker Sheet for Set 8389-1,special,Stickers,Plastic
50525,"Neckwear Cape, Tattered and Scalloped with Collar [Spongy Stretchable Fabric]",minifigures,Minifig Neckwear,Cloth
50559,"Neckwear Cape, Pauldron, Tattered",minifigures,Minifig Neckwear,Plastic
5056,Duplo Plant Vine 2 x 3 x 5 1/2 with Leaves and One End Stud,bricks,"Duplo, Quatro and Primo",Plastic
5057,Brick Round 3 x 3 D. Tube with 45° Elbow and Axle Holes (Crossholes) at Each End,bricks,Bricks Round and Cones,Plastic
50574c01,Flag with Lion and Crown Print [Complete Sheet],special,"Flags, Banners and Signs",Plastic
50576,Sticker Sheet 2 for Set 4694-1,special,Stickers,Plastic
5058,"Plant, Leaves Stacked 4 x 5 x 1 2/3",special,Plants & Trees,Plastic
50581,"Hipwear Skirt, Six Points, Four Holes (Grass)",minifigures,Minifig Hipwear,Cloth
5059,Prosthetic Hand with Bar Holder,minifigures,Minifig Accessories,Plastic
50602,"Large Figure Shoulder Cover, Armor, Smooth",special,Large Buildable Figures,Plastic
50616,"Large Figure Crown, King",special,Large Buildable Figures,Plastic
50623,"Large Figure Weapon Sword, Santis / King Mathias (Series 2)",special,Large Buildable Figures,Plastic
50624,"Large Figure Weapon Sword, Danju (Series 2)",special,Large Buildable Figures,Plastic
50625,"Large Figure Weapon Sword, Jayko - Series 2",special,Large Buildable Figures,Plastic
50626,"Large Figure Weapon Sword, Rascus (Series 2)",special,Large Buildable Figures,Plastic
50627,"Large Figure Weapon Sword, Vladek, Lord (Series 2)",special,Large Buildable Figures,Plastic
50629,"Large Figure Limb Cover, Armor, Leg / Shin Guard Type 1",special,Large Buildable Figures,Plastic
5064,"Minidoll Hipwear, Bag / Fanny Pack",minifigures,Minifig Hipwear,Plastic
5065,Panel 6 x 5 x 3 1/3 Curved Top,bricks,Panels,Plastic
50653pr0001,"Large Figure Shield, 2 x 4 Brick Relief, Bear with Red and Gold Print",special,Large Buildable Figures,Plastic
50654pr0001,"Large Figure Shield, 2 x 4 Brick Relief, Danju Wolf with Dark Purple and Gold Print",special,Large Buildable Figures,Plastic
50655pr0001,"Large Figure Shield, 2 x 4 Brick Relief, Jayko Hawk with Dark Blue and Silver Print",special,Large Buildable Figures,Plastic
50655pr0002,"Large Figure Shield, 2 x 4 Brick Relief, Jayko Hawk with Dark Blue Print",special,Large Buildable Figures,Plastic
50656pr0001,"Large Figure Shield, 2 x 4 Brick Relief, Monkey with Green and Gold Print",special,Large Buildable Figures,Plastic
50657pr0001,"Large Figure Shield, 2 x 4 Brick Relief, Vladek Scorpion with Dark Red and Silver Print",special,Large Buildable Figures,Plastic
50657pr0002,"Large Figure Shield, 2 x 4 Brick Relief, Vladek Scorpion with Black and Silver Print",special,Large Buildable Figures,Plastic
50658c01pr0001,"Large Figure Torso with Jayko, Sir, Gold Hawk Relief Print (Series 2)",special,Large Buildable Figures,Plastic
50658c01pr0002,"Large Figure Torso with Jayko, King Silver Hawk Relief Print (Series 3)",special,Large Buildable Figures,Plastic
50659c01pr0001,"Large Figure Torso with Vladek, Lord Black Scorpion Relief Print (Series 2)",special,Large Buildable Figures,Plastic
50659c01pr0002,"Large Figure Torso with Vladek, Lord Print Silver Scorpion Relief (Series 3)",special,Large Buildable Figures,Plastic
50659c02pr0001,"Large Figure Torso with Dracus Print, Black Front and Silver Trim, Brick 2 x 2 Relief",special,Large Buildable Figures,Plastic
50659c02pr0002,Large Figure Torso with Karzon Print (Black Front and Copper Trim) Brick 2 x 2 Relief (Series 3),special,Large Buildable Figures,Plastic
5066,Plate Special 2 x 2 with Horizontal T-Bar Underneath,plates,Plates Special,Plastic
50660c01pr0001,"Large Figure Torso with Santis, Sir Print Bear Head Relief (Series 2)",special,Large Buildable Figures,Plastic
50661c01pr0001,"Large Figure Torso with Rascus, Sir Print Monkey Relief (Series 2)",special,Large Buildable Figures,Plastic
50662c01pr0001,"Large Figure Torso with Danju, Sir Print Wolf Head Relief (Series 2)",special,Large Buildable Figures,Plastic
50663pat0001,"Cone Reverse, Spinner, with Marbled Trans-Bright Green Pattern",bricks,Bricks Round and Cones,Plastic
50663pat0002,"Cone Reverse, Spinner, with Marbled Trans-Light Blue Pattern",bricks,Bricks Round and Cones,Plastic
50663pat0003,"Cone Reverse, Spinner, with Marbled Trans-Orange Pattern",bricks,Bricks Round and Cones,Plastic
50663pat0004,"Cone Reverse, Spinner, with Marbled Glitter Trans-Bright Green Pattern",bricks,Bricks Round and Cones,Plastic
50663pat0005,"Cone Reverse, Spinner, with Marbled Glitter Trans-Orange Pattern",bricks,Bricks Round and Cones,Plastic
50663pat0006,"Cone Reverse, Spinner, with Marbled Glitter Trans-Light Blue Pattern",bricks,Bricks Round and Cones,Plastic
50663pat0007,"Cone Reverse, Spinner, with Marbled Trans-Neon Green Pattern",bricks,Bricks Round and Cones,Plastic
50663pat0008,"Cone Reverse, Spinner, with Marbled Glitter Trans-Neon Green Pattern",bricks,Bricks Round and Cones,Plastic
50663pat0009,"Cone Reverse, Spinner, with Marbled Glitter Trans-Clear Pattern",bricks,Bricks Round and Cones,Plastic
50665,"Helmet Classic, New Mold 2019",minifigures,Minifig Headwear,Plastic
50687,"Animal, Rodent, Rat / Mouse, Standing (Scabbers)",special,Animals / Creatures,Plastic
50689,"Hipwear Skirt, Round [Plain]",minifigures,Minifig Hipwear,Plastic
50689pr0001,"Hipwear Skirt, Round with White Dots print",minifigures,Minifig Hipwear,Cloth
50689pr0002,"Hipwear Skirt, Round with White Pawprints print",minifigures,Minifig Hipwear,Plastic
50690,"Electric Adapter / Transformer, Battery Pack Charger 7.2V",technic,Electronics,Plastic
50704,"Arms Mechanical, Large with Claws and Hole (Doc Ock, 4 Juniors)",minifigures,Minifig Accessories,Plastic
50711,"Clikits Strip, 1 7/8 x 25 1/4 with Rounded Ends with Holes",special,Clikits,Plastic
50726,Activity Card for Set 9040-1,technic,Gear Parts,Cardboard/Paper
50734,Battery Pack 7.2V,technic,Electronics,Plastic
50745,"Wheel Arch, Mudguard 4 x 2 1/2 x 2 with 2 x 2 Plate",special,Transportation - Land,Plastic
50747,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers,bricks,Windscreens and Fuselage,Plastic
50747pr0001,"Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers with Yellow Beak, Lime and Dark Pink Diamond/Gems print",bricks,Windscreens and Fuselage,Plastic
50747pr0002,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers and Rogue Shadow Cockpit Print,bricks,Windscreens and Fuselage,Plastic
50747pr0003,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers and Droid Tri-Fighter Dark Blue Triangles Print,bricks,Windscreens and Fuselage,Plastic
50747pr0004,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers and Tie-Fighter Print,bricks,Windscreens and Fuselage,Plastic
50747pr0005,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers and Sith Fighter Print,bricks,Windscreens and Fuselage,Plastic
50747pr0006,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers and Republic Gunship Window Print,bricks,Windscreens and Fuselage,Plastic
50747pr0007,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers and White Compound Eye Print,bricks,Windscreens and Fuselage,Plastic
50747pr0008,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers and Droid Tri-Fighter Cockpit Print,bricks,Windscreens and Fuselage,Plastic
50747pr0009,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers and Rebel Ghost Window Print,bricks,Windscreens and Fuselage,Plastic
50747pr0010,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers with Hulk Buster Face / Mask print,bricks,Windscreens and Fuselage,Plastic
50747pr0011,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers and Droid Tri-Fighter Print,bricks,Windscreens and Fuselage,Plastic
50747pr0012,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers with Globlin with Yellow Eyes print,bricks,Windscreens and Fuselage,Plastic
50747pr0013,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers with Globlin with Yellow Eyes Angry print,bricks,Windscreens and Fuselage,Plastic
50747pr0014,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers and Republic Attack Gunship Print,bricks,Windscreens and Fuselage,Plastic
50747pr0015,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers with Gunship Print,bricks,Windscreens and Fuselage,Plastic
50747pr0016,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers with Cat Face print,bricks,Windscreens and Fuselage,Plastic
50747pr0017,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers with Spider-Man Face print,bricks,Windscreens and Fuselage,Plastic
50747pr0018,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers with White Cockpit print,bricks,Windscreens and Fuselage,Plastic
50747pr9998,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers with Spray Painted Face Print,bricks,Windscreens and Fuselage,Plastic
50747pr9999,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers with Batman Silhouette with Red Outline Print,bricks,Windscreens and Fuselage,Plastic
50769,Battery 9V,technic,Electronics,Plastic
50820,Boat Deck 24 x 6 x 1 1/3,special,Transportation - Sea and Air,Plastic
50821,Boat Hull 48 x 6 x 4 1/3,special,Transportation - Sea and Air,Plastic
50821c01,Boat 48 x 6 x 5 with Black Deck [Complete Assembly] (Catamaran Half),special,Transportation - Sea and Air,Plastic
5083,Weapon Club Small (Caveman),minifigures,"Minifig Shields, Weapons, & Tools",Plastic
50855,Brick Soft Curved 2 x 4,bricks,Bricks Curved,Plastic
50858,"Large Figure Foot, with 3 Holes, Visorak",special,Large Buildable Figures,Plastic
50859a,"Vehicle Base, Motorcycle Chassis, Short Fairing Mounts",special,Transportation - Land,Plastic
50859b,"Vehicle Base, Motorcycle Chassis, Long Fairing Mounts",special,Transportation - Land,Plastic
5086,"Duplo Train Track, Bridge Lower Section",bricks,"Duplo, Quatro and Primo",Plastic
50860,"Fairing, Motorcycle, Dirt Bike",special,Transportation - Land,Plastic
50861,Tyre 21 x 6 City Motorcycle,special,Wheels and Tyres,Rubber
50862,Wheel Centre 15 x 6 City Motorcycle with Stub Axles,special,Wheels and Tyres,Plastic
5087,Duplo Train Track Bridge Middle Section with 2 x 2 Studs on Both Sides,bricks,"Duplo, Quatro and Primo",Plastic
50882,Sticker Sheet for Set 4857-1,special,Stickers,Plastic
50898,Technic Axle and Pin Connector 2 x 7 with Two Ball Joint Sockets,technic,Technic Connectors,Plastic
50899,Large Figure Spinner / Propeller without Code (Rhotuka) [Plain],special,Projectiles / Launchers,Plastic
50899pat0001,"Large Figure Spinner / Propeller without Code, Marbled Pearl Light Gray Pattern (Rhotuka)",special,Large Buildable Figures,Plastic
50899pat0001pr0001,"Large Figure Spinner / Propeller with Code, Marbled Pearl Light Gray Pattern (Rhotuka)",special,Projectiles / Launchers,Plastic
50899pr0002,Large Figure Spinner / Propeller with Code Print (Rhotuka),special,Projectiles / Launchers,Plastic
5090,Bracket 1 x 6 - 2 x 6 Inverted,plates,Plates Special,Plastic
50900,"Rip Cord, Rhotuka, 12L with Connector Block 1 x 3 x 5",special,Tools,Plastic
50901,"Large Figure Skeletal, Connector Block 1 x 3 x 2 with 2 Pins and Axle Hole (Rhotuka)",special,Large Buildable Figures,Plastic
50903,Large Figure Spinner Rod 2.5L with Gear 8 Tooth (Rhotuka),special,Projectiles / Launchers,Plastic
50904,Technic Beam Special 8 x 3 x 2 (Visorak Torso),technic,Technic Beams Special,Plastic
50905,Large Figure Head Visorak with 7 Pin Holes and Axle Hole (Boggarak),special,Large Buildable Figures,Plastic
50906,"Large Figure Weapon, Claw / Fang, 2 Pin Holes (Visorak Boggarak)",special,Large Buildable Figures,Plastic
50907,Large Figure Head Visorak with 7 Pin Holes and Axle Hole (Keelerak),special,Large Buildable Figures,Plastic
50908,"Large Figure Weapon, Claw / Fang, 2 Pin Holes (Visorak Keelerak)",special,Large Buildable Figures,Plastic
50909,Large Figure Head Visorak with 7 Pin Holes and Axle Hole (Roporak),special,Large Buildable Figures,Plastic
5091,Tile 1 x 2 with Stud Notch Left,tiles,Tiles Special,Plastic
50910,"Large Figure Weapon, Claw / Fang, 2 Pin Holes (Visorak Roporak)",special,Large Buildable Figures,Plastic
50911,Large Figure Head Visorak with 7 Pin Holes and Axle Hole (Suukorak),special,Large Buildable Figures,Plastic
50912,Large Figure Head Visorak with 7 Pin Holes and Axle Hole (Oohnorak),special,Large Buildable Figures,Plastic
50913,Large Figure Head Visorak with 7 Pin Holes and Axle Hole (Vohtarak),special,Large Buildable Figures,Plastic
50914,"Large Figure Weapon, Claw / Fang, 2 Pin Holes (Visorak Suukorak)",special,Large Buildable Figures,Plastic
50915,"Large Figure Weapon, Claw / Fang, 2 Pin Holes (Visorak Oohnorak)",special,Large Buildable Figures,Plastic
50918,"Large Figure Weapon, Claw / Fang, 2 Pin Holes (Visorak Vohtarak)",special,Large Buildable Figures,Plastic
50919,"Large Figure Foot, Toa Hordika",special,Large Buildable Figures,Plastic
5091pr0001,Tile 1 x 2 with Stud Notch Left with Olive Green Print,tiles,Tiles Special,Plastic
5091pr0002,Tile 1 x 2 with Stud Notch Left with Medium Azure Triangle Print,tiles,Tiles Special,Plastic
5091pr0003,Tile 1 x 2 with Stud Notch Left with Black Stripe on Side print,tiles,Tiles Special,Plastic
5092,Tile 1 x 2 with Stud Notch Right,tiles,Tiles Special,Plastic
50920,"Large Figure Skeletal, Limb, Angular with 2 Ball Joints (Toa Hordika)",special,Large Buildable Figures,Plastic
50921,"Large Figure Skeletal, Limb, with Ball Joint, and Gear with Axle Hole (Toa Hordika)",special,Large Buildable Figures,Plastic
50922,"Large Figure Skeletal, Limb, Angular with Ball Joint (Toa Hordika)",special,Large Buildable Figures,Plastic
50923,Technic Beam 1 x 2 with Ball Joint Angled,technic,Technic Beams Special,Plastic
50924c01pat0001,"Large Figure Weapon Hordika Fin Barb with Flat Silver Flexible End ,Magnet",special,Magnets and Holders,Flexible Plastic
50924pat0001,Large Figure Weapon Hordika Fin Barb with Flat Silver Flexible End,special,Large Buildable Figures,Plastic
50925,"Large Figure Skeletal, Torso (Toa Hordika)",special,Large Buildable Figures,Plastic
50926,"Large Figure Torso Cover, Armour, Toa Hordika",special,Large Buildable Figures,Plastic
50927,Large Figure Head Toa Hordika Whenua,special,Large Buildable Figures,Plastic
50928,Large Figure Head Toa Hordika Nokama,special,Large Buildable Figures,Plastic
50929,Large Figure Head Toa Hordika Onewa,special,Large Buildable Figures,Plastic
5092pr0001,Tile 1 x 2 with Stud Notch Right with Olive Green Print,tiles,Tiles Special,Plastic
5092pr0002,Tile 1 x 2 with Stud Notch Right with Medium Azure Triangle Print,tiles,Tiles Special,Plastic
5092pr0003,Tile 1 x 2 with Stud Notch Right with Black Stripe on Side print,tiles,Tiles Special,Plastic
5093,Slope Curved 2 x 2 with Stud Notch Right,bricks,Bricks Curved,Plastic
50930c01pat0001,"Large Figure Weapon Hordika Claw Club with Flat Silver Flexible End, Magnet",special,Magnets and Holders,Flexible Plastic
50930pat0001,Large Figure Weapon Hordika Claw Club with Flat Silver Flexible End,special,Large Buildable Figures,Plastic
50931,Large Figure Head Toa Hordika Vakama,special,Large Buildable Figures,Plastic
